city,floor,id,lat,lng,osm_amenity_points_in_0.001,osm_amenity_points_in_0.005,osm_amenity_points_in_0.0075,osm_amenity_points_in_0.01,osm_building_points_in_0.001,osm_building_points_in_0.005,osm_building_points_in_0.0075,osm_building_points_in_0.01,osm_catering_points_in_0.001,osm_catering_points_in_0.005,osm_catering_points_in_0.0075,osm_catering_points_in_0.01,osm_city_closest_dist,osm_city_nearest_name,osm_city_nearest_population,osm_crossing_closest_dist,osm_crossing_points_in_0.001,osm_crossing_points_in_0.005,osm_crossing_points_in_0.0075,osm_crossing_points_in_0.01,osm_culture_points_in_0.001,osm_culture_points_in_0.005,osm_culture_points_in_0.0075,osm_culture_points_in_0.01,osm_finance_points_in_0.001,osm_finance_points_in_0.005,osm_finance_points_in_0.0075,osm_finance_points_in_0.01,osm_healthcare_points_in_0.005,osm_healthcare_points_in_0.0075,osm_healthcare_points_in_0.01,osm_historic_points_in_0.005,osm_historic_points_in_0.0075,osm_historic_points_in_0.01,osm_hotels_points_in_0.005,osm_hotels_points_in_0.0075,osm_hotels_points_in_0.01,osm_leisure_points_in_0.005,osm_leisure_points_in_0.0075,osm_leisure_points_in_0.01,osm_offices_points_in_0.001,osm_offices_points_in_0.005,osm_offices_points_in_0.0075,osm_offices_points_in_0.01,osm_shops_points_in_0.001,osm_shops_points_in_0.005,osm_shops_points_in_0.0075,osm_shops_points_in_0.01,osm_subway_closest_dist,osm_train_stop_closest_dist,osm_train_stop_points_in_0.005,osm_train_stop_points_in_0.0075,osm_train_stop_points_in_0.01,osm_transport_stop_closest_dist,osm_transport_stop_points_in_0.005,osm_transport_stop_points_in_0.0075,osm_transport_stop_points_in_0.01,per_square_meter_price,reform_count_of_houses_1000,reform_count_of_houses_500,reform_house_population_1000,reform_house_population_500,reform_mean_floor_count_1000,reform_mean_floor_count_500,reform_mean_year_building_1000,reform_mean_year_building_500,region,total_square,street,date,realty_type,price_type
Пермь,,COL_127415,58.00487,56.24483151524561,7,77,191,356,0,0,0,0,2,18,47,94,1.1572111752811425,Пермь,1055397.0,0.1810522595498483,0,34,90,167,0,5,14,26,0,5,12,26,3,8,17,2,3,5,1,4,8,4,9,13,0,4,13,24,3,39,95,169,272.0350083231366,1.8115642687171711,0,0,0,0.1477593849958705,11,19,31,57835.976459772784,170,37,2748.0,624.0,5.736196319018406,6.277777777777778,1964.5,1968.3243243243248,Пермский край,447.3513128631225,S11372,2020-04-19,100,1
"Емельяновский район, пос. Солонцы",1.0,COL_127454,56.047237,92.83971497219189,2,5,9,13,0,0,0,0,0,0,0,0,4.796836753783603,Красноярск,1095286.0,0.4231106190703076,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,4.269976025859211,2.496187472925461,0,0,0,0.0559918305530409,2,4,4,27587.33671388516,0,0,,,,,,,Красноярский край,1036.200061516348,S32148,2020-04-19,10,1
Новокузнецк,,COL_127554,53.750305,87.1211664812175,4,30,44,86,0,0,1,1,0,3,4,10,1.4097500812438737,Новокузнецк,552105.0,0.2335255947127637,0,15,20,23,0,1,4,8,0,3,3,4,2,3,3,1,4,11,0,0,0,0,0,4,0,1,2,5,4,20,25,42,303.9831670008537,5.772997345648581,0,0,0,0.2205322194060436,13,17,19,43117.04145806905,154,46,3122.0,991.0,5.253424657534247,5.195652173913044,1955.657534246576,1957.282608695652,Кемеровская область,289.9317665883248,S14509,2020-04-19,10,1
Кемерово,,COL_127557,55.349583,86.08605198109056,3,43,103,170,0,0,0,3,0,7,17,30,0.6645213232750209,Кемерово,558662.0,0.0494263206102954,5,20,34,59,0,3,6,7,0,5,8,12,2,4,6,0,5,12,0,0,0,2,5,7,0,0,5,7,1,24,55,89,200.2290111671533,1.6156935020498169,0,0,0,0.0148757818748211,5,18,31,63680.195330071394,196,56,3384.0,951.0,4.890625,5.071428571428571,1960.119791666667,1961.946428571429,Кемеровская область,522.5800553454849,S1850,2020-04-19,110,1
Кемерово,,COL_127575,55.356953,86.07362551637057,2,52,116,156,0,0,0,0,2,18,42,50,1.0795216161954333,Кемерово,558662.0,0.2481233336394016,0,4,22,30,0,0,1,4,0,1,4,6,1,2,3,2,2,3,1,1,1,1,3,6,0,3,8,12,0,28,58,72,199.5623815854854,2.4157325316247418,0,0,0,0.0753357375953822,16,28,36,48584.944001650285,122,33,1971.0,513.0,4.557377049180328,4.636363636363637,1958.9590163934429,1959.5454545454545,Кемеровская область,488.8963132116234,S12291,2020-04-19,100,1
Томск,1.0,COL_127581,56.49121,84.94670462513476,2,39,97,169,0,2,3,3,1,10,24,35,0.6062190916233341,Томск,576624.0,0.1423723590626847,0,18,33,55,0,3,4,6,0,3,8,12,1,2,10,2,8,11,3,4,7,1,1,2,0,2,2,5,0,16,47,87,203.17114194924355,4.5179554835720985,0,0,0,0.3024789358601364,2,10,19,37413.80336283871,150,33,1001.0,290.0,2.859375,3.2413793103448274,1930.234375,1925.0344827586207,Томская область,306.7049850215857,S16970,2020-04-19,10,1
Красноярск,,COL_127587,56.031666,92.78444458134004,0,4,19,26,0,0,0,0,0,0,0,0,6.207552623035526,Красноярск,1095286.0,0.5255501577894894,0,1,6,24,0,0,0,0,0,1,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,15,18,0.5346289026243215,1.5356392583606966,0,0,0,0.5016915148952412,3,8,16,76192.65248663805,84,24,1910.0,603.0,5.525,5.3478260869565215,1972.0864197530864,1970.6521739130435,Красноярский край,114.9717159608828,S30132,2020-04-19,110,1
Нягань,,COL_127628,62.14576,65.43627471056335,0,47,71,97,0,0,0,0,0,9,12,16,228.3818064054529,Ханты-Мансийск,101466.0,0.1775722615209838,0,13,18,34,0,0,2,2,0,2,3,4,0,0,2,1,2,2,0,0,0,0,1,3,0,2,8,11,0,35,51,68,642.2759608517255,457.8253962036872,0,0,0,0.1152720444572726,7,10,19,42503.19051772709,63,20,1942.0,597.0,6.7142857142857135,6.45,1992.36507936508,1989.15,Ханты-Мансийский АО,50.466799641908544,S1311,2020-04-19,110,1
Кемерово,,COL_127637,55.354736,86.18331094056238,0,1,3,16,0,0,0,0,0,0,1,2,5.842797598275813,Кемерово,558662.0,0.6058126596315582,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,9,206.3466026280367,1.6682465473511023,0,0,0,0.1142606265532547,3,3,9,46392.677176344914,32,5,1189.0,186.0,9.3125,10.0,1989.03125,2001.8,Кемеровская область,116.93655831455538,S10936,2020-04-19,100,1
Иркутск,1.0,COL_127802,52.26113,104.3035906720454,0,2,13,41,0,0,0,0,0,0,5,13,3.4646464586920613,Иркутск,623562.0,0.6479549478660933,0,0,6,12,0,0,1,2,0,0,0,0,1,3,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,5,19,61.56711607770211,2.5627673635454253,0,0,0,0.2602509660010311,2,5,12,64674.427590471736,124,47,1257.0,526.0,6.247863247863247,8.761904761904763,1979.923076923077,1985.904761904762,Иркутская область,811.2634615374614,S23782,2020-04-19,100,1
Иркутск,-1.0,COL_127888,52.2618,104.30289807242184,0,2,6,28,0,0,0,0,0,0,2,10,3.362203975267328,Иркутск,623562.0,0.5771213662241729,0,0,7,11,0,0,0,1,0,0,0,0,1,2,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,10,61.53804969886789,2.502556393967028,0,0,0,0.2199062084044328,3,8,9,46765.55934062285,118,41,1228.0,450.0,7.135135135135133,9.02777777777778,1981.063063063063,1986.361111111111,Иркутская область,225.5933671862608,S6904,2020-04-19,100,1
Иркутск,1.0,COL_127889,52.2618,104.30326111886843,0,2,6,28,0,0,0,0,0,0,2,10,3.362203975267328,Иркутск,623562.0,0.5771213662241729,0,0,7,11,0,0,0,1,0,0,0,0,1,2,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,10,61.53804969886789,2.502556393967028,0,0,0,0.2199062084044328,3,8,9,69648.6978523243,118,41,1228.0,450.0,7.135135135135133,9.02777777777778,1981.063063063063,1986.361111111111,Иркутская область,106.46286619344956,S6904,2020-04-19,100,1
Санкт-Петербург,1.0,COL_127993,59.936283,30.358030255306343,22,303,749,1338,0,1,7,15,8,113,293,497,2.158021730079596,Санкт-Петербург,5381736.0,0.0413851670619169,4,26,92,201,1,21,37,55,1,7,24,39,10,30,60,4,16,28,37,80,148,10,22,40,1,33,96,171,16,155,410,762,0.6514858254906545,1.0850705599558943,0,0,0,0.0907024853198069,4,42,79,599768.547636355,416,97,7484.0,1991.0,4.730478589420655,4.793478260869565,1879.5580808080808,1874.195652173913,Санкт-Петербург,74.95391376750989,S14410,2020-04-19,110,1
Иркутск,-1.0,COL_128009,52.26268,104.3049309703686,0,2,10,46,0,0,0,0,0,0,3,14,3.3049246579184737,Иркутск,623562.0,0.475430030259535,0,1,8,18,0,0,0,1,0,0,0,1,1,3,4,0,0,0,0,0,2,1,1,3,0,0,0,0,0,0,4,20,61.415470522307615,2.6083985147419253,0,0,0,0.0955451707798864,4,8,13,34811.42017900685,131,52,1347.0,541.0,6.950819672131147,8.0,1980.114754098361,1981.659574468085,Иркутская область,32.25952846006636,S23924,2020-04-19,10,1
Иркутск,,COL_128041,52.267757,104.22944011744794,2,28,36,39,0,0,0,0,0,3,5,5,4.428279876309449,Иркутск,623562.0,0.2499741328578497,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,2,2,26,30,31,63.34935010811678,0.334348232536069,1,1,1,0.1839586414463786,9,19,19,29959.877226731784,45,19,174.0,57.0,3.2790697674418605,2.0526315789473686,1968.279069767441,1962.842105263158,Иркутская область,1041.2592736583474,S23823,2020-04-19,100,1
Новосибирск,,COL_128078,55.031277,82.91458685244424,5,125,218,362,0,1,1,2,4,55,88,127,0.8164489140159857,Новосибирск,1625600.0,0.1001895638972371,1,38,71,122,0,6,7,10,0,6,17,23,13,17,25,1,4,11,2,4,6,2,6,10,0,8,12,31,0,45,79,160,0.5739413508301858,1.5269484248446483,0,0,0,0.1471624710717323,4,15,26,59774.88150869745,216,59,4836.0,1346.0,6.348039215686272,5.87719298245614,1965.5265700483087,1960.0,Новосибирская область,103.48828544478027,S27183,2020-04-19,100,1
Омск,1,COL_128120,54.9769882,73.4260398297959,0,14,15,21,0,0,0,0,0,0,1,2,3.675397991869376,Омск,1164815.0,0.2191173266215673,0,5,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,4,0,0,0,0,0,10,10,14,3.7837432063370753,3.814562937348597,0,0,0,0.1235564281489969,3,4,10,26035.934402642764,65,33,849.0,531.0,4.8,6.212121212121213,1966.569230769231,1973.2727272727277,Омская область,40.48251096734267,S1117,2020-04-19,100,1
Тюмень,,COL_128259,57.151752,65.54885553517586,5,86,167,208,0,0,0,1,3,21,46,64,0.2727683090177372,Тюмень,744554.0,0.0513200231251569,4,66,124,190,0,11,14,16,0,8,10,12,1,2,5,6,7,10,1,2,4,1,1,2,0,1,9,11,2,35,79,88,298.62676137661344,1.5581144296184632,0,0,0,0.1138530966463,10,21,37,42876.591035238685,145,30,3034.0,593.0,7.078571428571428,6.2,1981.25,1974.733333333333,Тюменская область,117.943145149852,S18724,2020-04-19,10,1
Санкт-Петербург,,COL_128422,59.932472,30.35160349364957,19,331,724,1238,0,3,5,8,8,133,285,454,1.9617458186679,Санкт-Петербург,5381736.0,0.0560407635367818,1,34,87,158,1,22,47,65,2,17,31,43,15,29,56,9,20,44,52,94,135,15,26,48,4,51,93,157,10,167,374,669,0.6429525469444721,0.92918832568174,0,0,0,0.0230728028329052,29,42,65,377272.25668970216,379,101,7563.0,1763.0,4.855191256830602,4.886597938144329,1876.0821917808216,1878.7628865979384,Санкт-Петербург,250.1085047385505,S17146,2020-04-19,10,1
Смоленск,,COL_128478,54.80228,32.04720754794358,0,11,23,69,0,0,0,0,0,0,1,4,2.326444603174312,Смоленск,330049.0,0.1180175770881077,0,10,19,35,0,1,1,3,0,1,1,3,4,5,6,5,6,8,0,0,0,0,1,4,0,1,1,4,0,0,7,40,566.918818164707,0.7469382153677928,0,0,0,0.1622156941386835,6,15,32,39125.70274820561,100,44,1170.0,625.0,4.957894736842105,5.568181818181818,1968.294736842105,1971.4772727272727,Смоленская область,443.18692782573095,S523,2020-04-19,10,1
Красноярск,1.0,COL_128550,55.991283,92.9621851918457,1,7,12,19,0,0,0,0,0,0,1,1,5.724416942403767,Красноярск,1095286.0,0.1352970943088316,0,23,46,67,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,2,0,0,0,0,1,5,8,14,5.6262762780071,0.9089003430696576,0,0,0,0.2977591974811281,1,5,6,84573.03019939974,197,68,3661.0,1094.0,4.847715736040608,4.632352941176472,1969.1015228426395,1970.7941176470588,Красноярский край,103.9456665945782,S12511,2020-04-19,10,1
Ижевск,,COL_128676,56.84021800000001,53.20261509555749,6,52,117,166,0,0,0,0,3,17,25,31,2.983145657886792,Ижевск,646277.0,0.032473847495272,5,31,68,89,2,8,34,52,0,3,4,8,0,0,1,2,6,10,0,0,0,0,12,23,0,3,4,6,2,26,49,61,272.4083496269014,4.307073686257172,0,0,0,0.0493966754484897,24,35,45,48670.33914402007,0,0,,,,,,,Удмуртия,187.85568707349685,S13992,2020-04-19,10,1
Калининград,,COL_128717,54.735443,20.4767102284024,13,45,71,146,0,0,1,1,3,6,8,25,3.6907990105605815,Калининград,453461.0,0.075786294798243,3,7,27,62,0,0,1,1,0,1,1,2,2,3,6,2,3,6,2,2,3,0,4,5,1,1,2,6,6,28,43,91,815.8623582152068,2.360721950424868,0,0,0,0.0248789596115886,4,14,27,73376.83829506791,253,71,2785.0,765.0,4.020746887966805,4.212121212121212,1962.1726907630523,1966.357142857143,Калининградская область,662.3479715024292,S11307,2020-04-19,10,1
Анжеро-Судженск,,COL_128753,56.07748,86.01698535351616,0,2,8,10,0,0,0,0,0,0,0,0,80.47748719465233,Кемерово,558662.0,0.1929970244265148,0,6,7,7,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,4,6,223.3802740158197,24.24676014226689,0,0,0,0.342424821159964,2,4,6,29589.7518865815,90,50,1354.0,1016.0,4.234567901234568,5.083333333333333,1968.4567901234568,1979.854166666667,Кемеровская область,164.44882737278567,S30277,2020-04-19,110,1
Анжеро-Судженск,,COL_128756,56.112362,86.02668594879316,0,0,0,0,0,0,0,0,0,0,0,0,84.32454942367295,Кемерово,558662.0,0.4559572706109167,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.7970754365956,25.327569938501465,0,0,0,0.0662636578980113,5,8,11,30925.06671220317,169,65,188.0,80.0,1.0536912751677852,1.0461538461538462,1943.7666666666669,1941.430769230769,Кемеровская область,107.2592674049462,S14617,2020-04-19,110,1
Пермь,,COL_128818,58.019962,56.29111590735263,5,51,91,160,0,0,1,1,0,4,10,24,2.4937602037183475,Пермь,1055397.0,0.1323135950237047,0,30,42,57,0,0,2,2,1,1,2,5,5,8,9,1,3,5,0,0,0,3,3,6,2,3,4,10,1,31,58,101,270.3736656947899,0.93443443589234,0,0,1,0.0610002294512965,8,14,28,35534.49205496187,173,59,2840.0,1009.0,5.093023255813954,4.7627118644067785,1960.339181286549,1958.271186440677,Пермский край,338.40359899898687,S12639,2020-04-19,10,1
Красноярск,,COL_128948,55.98903000000001,92.95877246459756,0,5,9,23,0,0,0,0,0,0,0,1,5.642484974712219,Красноярск,1095286.0,0.011367850024629,1,20,39,68,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,4,7,16,5.8257451716551705,1.0743492362305989,0,0,0,0.0195749032399886,1,2,8,86482.21835202705,166,46,3412.0,1130.0,5.228915662650604,5.152173913043479,1972.0,1972.282608695652,Красноярский край,66.53390846865496,S12511,2020-04-19,10,1
Красноярск,,COL_128950,56.04156500000001,92.90520355340858,5,29,57,103,0,0,0,0,2,9,14,22,4.015846670363668,Красноярск,1095286.0,0.0027728700938005,1,14,21,62,0,1,2,2,0,1,2,5,3,6,6,1,1,2,0,1,5,0,1,2,0,2,4,7,2,14,31,53,1.6263265934204576,5.7507297768980985,0,0,0,0.021507543264676,9,12,22,93284.53472221553,86,32,3936.0,1756.0,12.651162790697676,10.8125,2005.3488372093025,2005.28125,Красноярский край,83.82954391407479,S3427,2020-04-19,10,1
Красноярск,,COL_128951,56.000927,92.95026442561462,0,3,53,61,0,0,0,0,0,0,4,4,4.725173811929164,Красноярск,1095286.0,0.0819574755746936,0,8,35,64,0,0,0,1,0,0,2,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,41,46,4.423581213126173,0.4020314412871373,0,1,1,0.090361311647503,2,9,13,25426.53347482784,192,55,3621.0,835.0,5.367021276595745,5.111111111111111,1963.744680851064,1961.5185185185185,Красноярский край,567.5567223619623,S2513,2020-04-19,10,1
Сыктывкар,1.0,COL_128960,61.71675,50.79530357090965,0,0,0,0,0,0,0,0,0,0,0,0,5.823411433796835,Сыктывкар,243536.0,0.419039227880776,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659.1961512679617,78.23952336059854,0,0,0,0.4064299218312353,8,8,8,19905.17207150909,11,9,54.0,49.0,3.363636363636364,3.7777777777777777,1984.9,1987.25,Коми,96.50758069806334,S18509,2020-04-19,10,1
Иркутск,1.0,COL_129073,52.227417,104.31113479565164,0,8,22,35,0,0,0,0,0,0,1,3,7.162271299504575,Иркутск,623562.0,0.1909409988581377,0,7,9,9,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,15,24,64.76427437283246,4.226392765591518,0,0,0,0.1067173265212619,9,16,25,26100.895218944723,331,114,2906.0,811.0,4.0184049079754605,3.884955752212389,1977.9268292682927,1974.3392857142856,Иркутская область,116.4327880138844,S4379,2020-04-19,10,1
Иркутск,-1.0,COL_129111,52.270844,104.31538473953104,0,26,56,99,0,0,3,3,0,11,14,25,2.982887737679187,Иркутск,623562.0,0.1203256393873267,0,32,44,73,0,0,0,0,0,2,2,4,0,2,4,0,0,1,0,1,2,2,3,5,0,0,2,2,0,10,33,59,60.27722966060257,3.653540204689045,0,0,0,0.3543950660386248,5,17,35,35774.55577414652,259,80,3659.0,1275.0,6.0658436213991775,6.289473684210527,1971.25,1955.532467532468,Иркутская область,117.48573557515464,S1676,2020-04-19,100,1
Иркутск,,COL_129265,52.29246,104.29243050097308,3,22,96,154,0,0,0,0,0,2,28,48,0.6699675955964393,Иркутск,623562.0,0.188178204962696,0,12,33,51,0,1,5,7,0,1,3,6,2,2,6,2,6,15,3,7,13,0,0,1,0,3,5,12,1,6,40,52,58.844156363242654,2.2387039639912185,0,0,0,0.3878362338146121,5,12,19,69039.62642051572,171,72,1047.0,348.0,2.7712418300653594,2.442622950819672,1936.190476190476,1932.947368421053,Иркутская область,236.1252637826516,S20625,2020-04-19,110,1
Иркутск,,COL_129278,52.311905,104.30579758585196,0,3,8,12,0,0,0,0,0,0,0,0,2.8995156172648526,Иркутск,623562.0,0.4593643648205928,0,1,8,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,7,56.50887410767845,4.336319298202619,0,0,0,0.2581310122590539,3,16,18,65059.23582030045,71,28,417.0,202.0,3.871428571428571,4.535714285714286,1966.0,1970.0,Иркутская область,62.4815208593581,S6484,2020-04-19,110,1
Иркутск,,COL_129287,52.287846,104.29689293988856,1,58,122,179,0,0,1,1,0,19,35,60,0.9468485548806624,Иркутск,623562.0,0.1791759077105316,0,11,36,68,0,4,9,11,0,2,2,4,3,3,5,1,4,7,2,7,13,0,0,2,0,2,8,14,0,25,58,72,59.13778685426544,2.363269772890744,0,0,0,0.1548232766167676,12,22,36,102610.02202878676,287,109,1657.0,700.0,2.690566037735849,2.8,1934.5992217898836,1936.090909090909,Иркутская область,305.0579210597808,S9674,2020-04-19,110,1
Иркутск,,COL_129309,52.24988,104.36096930695544,1,26,39,47,0,0,0,0,0,5,8,10,6.887653954535134,Иркутск,623562.0,0.2243537458177839,0,6,12,14,0,0,0,0,0,3,4,4,1,2,2,0,1,1,0,1,1,2,2,3,0,0,0,0,0,10,15,20,61.10956309906558,6.370276330747626,0,0,0,0.2394673459642467,8,14,19,82632.96273185441,159,78,2788.0,1498.0,7.86,7.694444444444445,1992.188311688312,1989.7368421052636,Иркутская область,183.5103026525562,S3267,2020-04-19,110,1
Иркутск,,COL_129320,52.279434,104.25442765026013,0,8,19,36,0,0,1,1,0,1,5,7,2.270352554431889,Иркутск,623562.0,0.083657046077356,1,6,8,14,0,0,0,0,0,0,0,1,0,2,4,0,0,1,1,1,3,1,1,2,0,1,1,1,0,5,9,16,61.35476970642022,0.6892997603751564,0,0,2,0.0798214218435174,3,14,23,36718.99516816085,253,55,1935.0,643.0,4.40084388185654,6.019230769230767,1966.4957627118647,1978.2692307692307,Иркутская область,164.41081713572328,S25599,2020-04-19,110,1
Киров,,COL_129338,58.5982,49.669493863583526,0,51,111,171,0,0,0,0,0,16,25,39,0.6090874394304089,Киров,496986.0,0.0384411143799415,2,50,84,134,0,1,2,3,0,4,8,15,0,3,5,4,10,11,1,2,5,2,6,12,0,3,6,12,0,20,50,73,306.99102826409325,2.3013840495476883,0,0,0,0.1484807010621884,4,11,22,49732.86203828302,225,56,3129.0,692.0,5.370558375634519,5.4,1972.3065326633168,1974.2619047619048,Кировская область,282.20776815933567,S14817,2020-04-19,10,1
Курчатов,,COL_129494,51.653698,35.68280381906158,3,17,32,38,0,0,0,0,0,1,2,2,35.74524986335429,Курск,443212.0,0.2887622927836106,0,4,9,10,0,0,0,0,0,0,1,2,1,1,1,1,3,3,0,0,0,3,6,7,0,0,0,1,3,9,16,18,450.2494320439084,27.464391118437728,0,0,0,0.0479299411455739,3,10,15,31184.56207636478,61,29,1473.0,600.0,9.278688524590164,9.586206896551724,1985.065573770492,1985.0689655172407,Курская область,1330.3056781240507,S14617,2020-04-19,110,1
Казань,1,COL_129533,55.7899133,49.11936078974232,21,154,313,504,0,0,1,1,13,87,161,230,0.9809637818945296,Казань,1251969.0,0.1372334515767938,0,45,104,188,1,9,21,37,1,7,13,20,3,5,10,6,12,22,7,16,26,2,8,13,0,5,13,28,7,39,92,171,0.7369917622124903,1.0457153638639296,0,0,0,0.1256568157660753,14,34,63,87488.9227172923,97,23,1350.0,333.0,4.478260869565218,4.409090909090909,1923.195652173913,1785.0,Татарстан,133.68549568033794,S3435,2020-04-19,110,1
Казань,1,COL_129534,55.7899133,49.11865708793706,21,154,313,504,0,0,1,1,13,87,161,230,0.9809637818945296,Казань,1251969.0,0.1372334515767938,0,45,104,188,1,9,21,37,1,7,13,20,3,5,10,6,12,22,7,16,26,2,8,13,0,5,13,28,7,39,92,171,0.7369917622124903,1.0457153638639296,0,0,0,0.1256568157660753,14,34,63,82285.55410520078,97,23,1350.0,333.0,4.478260869565218,4.409090909090909,1923.195652173913,1785.0,Татарстан,155.32495513926654,S3435,2020-04-19,110,1
Томск,2,COL_129569,56.47855620000001,84.95216902292681,11,97,162,220,0,0,0,0,8,37,53,67,1.1429640065157352,Томск,576624.0,0.0806303745760739,1,29,53,74,0,6,8,10,3,5,9,15,5,9,10,2,10,23,4,12,13,2,2,4,0,3,4,5,9,52,71,88,202.291928644821,3.274034503076684,0,0,0,0.0237584327474513,19,23,31,67126.72499623327,291,107,1160.0,466.0,2.7119565217391304,2.727272727272727,1931.179487179487,1926.3538461538465,Томская область,551.6580766017997,S12711,2020-04-19,110,1
Томск,3,COL_129570,56.47855620000001,84.95172035852896,11,97,162,220,0,0,0,0,8,37,53,67,1.1429640065157352,Томск,576624.0,0.0806303745760739,1,29,53,74,0,6,8,10,3,5,9,15,5,9,10,2,10,23,4,12,13,2,2,4,0,3,4,5,9,52,71,88,202.291928644821,3.274034503076684,0,0,0,0.0237584327474513,19,23,31,64171.84706302737,291,107,1160.0,466.0,2.7119565217391304,2.727272727272727,1931.179487179487,1926.3538461538465,Томская область,459.5628979018627,S12711,2020-04-19,110,1
Санкт-Петербург,,COL_129598,59.93151999999999,30.363484422938484,16,395,732,1170,2,7,12,15,4,155,274,439,2.5976545823231985,Санкт-Петербург,5381736.0,0.0400336841865902,2,30,87,167,1,15,28,32,1,9,22,33,10,19,43,7,13,18,41,88,148,10,19,42,2,42,87,137,12,255,449,673,0.1944863405568393,0.4786962907870064,5,8,8,0.0892205016402473,19,35,53,315337.79770172434,386,73,6830.0,1268.0,4.758904109589041,4.75,1885.7912087912089,1885.8235294117649,Санкт-Петербург,317.0536508108977,S22844,2020-04-19,110,1
Кемерово,,COL_129769,55.34463,86.07492571179611,0,25,43,82,0,0,0,0,0,3,7,14,1.480139029681165,Кемерово,558662.0,0.0313960849457334,1,14,19,25,0,0,0,1,0,2,3,4,0,0,1,2,3,3,1,2,2,0,0,2,0,1,1,5,0,16,27,54,199.4962829597292,2.413369906814873,0,0,0,0.0634465656928557,11,14,28,79602.65323324766,244,70,3647.0,703.0,4.3429752066115705,3.0434782608695654,1961.685950413223,1955.2753623188407,Кемеровская область,44.0688828514426,S10014,2020-04-19,100,1
Ижевск,,COL_129810,56.862312,53.21249469612521,3,44,75,114,0,0,0,0,2,7,10,14,0.4721719673850929,Ижевск,646277.0,0.1363046771032547,0,5,25,50,0,8,10,14,0,4,7,8,2,2,3,2,2,2,0,2,2,2,4,5,2,2,4,8,1,19,38,65,273.94158246625216,6.82330311797383,0,0,0,0.0589581589958236,7,20,28,51910.644156400354,0,0,,,,,,,Удмуртия,1495.088363114271,S20543,2020-04-19,100,1
Иркутск,,COL_129941,52.30893,104.30161001534258,0,6,12,24,0,0,0,0,0,1,1,1,2.437553695845612,Иркутск,623562.0,0.2608507414158134,0,5,6,8,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0,1,1,1,0,3,8,16,56.96831372925539,3.855454718601012,0,0,0,0.2345209370540716,9,11,18,1279373.1818671706,88,20,530.0,81.0,4.607142857142857,2.0,1966.1639344262296,1944.4615384615383,Иркутская область,17.703982169568103,S20632,2020-04-19,10,1
Брянск,,COL_130183,53.24685,34.35559265390203,0,1,22,51,0,0,0,0,0,0,1,8,1.0359718029729428,Брянск,406553.0,0.1642978271312488,0,6,15,26,0,0,2,4,0,0,0,4,0,2,2,0,2,4,0,0,0,0,1,1,1,2,3,5,0,0,12,24,328.1210906896547,4.469617803586458,0,0,0,0.1392360364172125,4,6,13,33964.93878628317,137,36,1935.0,618.0,4.886363636363637,5.742857142857143,1970.090909090909,1974.9142857142856,Брянская область,139.1434864563515,S27443,2020-04-19,10,1
Иркутск,,COL_130216,52.25001,104.35766025816744,5,21,37,46,0,0,0,0,1,4,8,12,6.664848395882823,Иркутск,623562.0,0.0919448278225415,0,8,13,14,0,0,0,1,2,3,4,4,2,2,2,1,1,1,0,1,1,2,2,2,0,0,0,0,2,7,14,17,61.20417584526973,6.088861178815744,0,0,0,0.0928416119865593,8,14,16,56145.26345265693,161,65,2842.0,1430.0,8.148648648648653,7.62295081967213,1990.3782051282049,1986.5079365079368,Иркутская область,146.51280436036006,S14290,2020-04-19,10,1
